,年月,customer_id,count_pred,count_0,count_1,count_2,count_3,count_4,count_5,start_date,now_date,period
4010,201811,OA126055,2,6.0,5.0,4.0,9.0,9.0,8.0,2018-05-14,2018-11-01,5
4017,201811,OA157445,1,3.0,4.0,2.0,3.0,6.0,7.0,2018-04-01,2018-11-01,7
4027,201811,OA211420,4,2.0,5.0,7.0,4.0,6.0,7.0,2018-05-03,2018-11-01,5
4038,201811,OA245976,3,5.0,2.0,3.0,2.0,5.0,7.0,2018-04-15,2018-11-01,6
4039,201811,OA247479,5,3.0,3.0,1.0,5.0,7.0,12.0,2018-05-07,2018-11-01,5
4048,201811,OA268998,3,3.0,3.0,5.0,5.0,6.0,10.0,2018-05-10,2018-11-01,5
4090,201811,OA396855,2,4.0,2.0,5.0,4.0,6.0,8.0,2018-04-13,2018-11-01,6
4091,201811,OA397694,4,2.0,6.0,3.0,6.0,7.0,8.0,2018-05-13,2018-11-01,5
4094,201811,OA402491,3,4.0,3.0,6.0,6.0,8.0,9.0,2018-05-06,2018-11-01,5
4096,201811,OA405652,2,4.0,4.0,4.0,6.0,4.0,8.0,2018-04-15,2018-11-01,6
4110,201811,OA441503,4,3.0,2.0,6.0,7.0,8.0,10.0,2018-05-12,2018-11-01,5
4123,201811,OA472503,6,5.0,3.0,1.0,9.0,8.0,6.0,2018-04-08,2018-11-01,6
4127,201811,OA484337,5,4.0,7.0,3.0,4.0,7.0,10.0,2018-04-13,2018-11-01,6
4146,201811,OA546913,5,4.0,3.0,5.0,5.0,9.0,9.0,2018-04-04,2018-11-01,6
4152,201811,OA567940,4,4.0,4.0,4.0,6.0,6.0,6.0,2018-05-07,2018-11-01,5
4157,201811,OA578672,6,10.0,9.0,9.0,9.0,10.0,6.0,2018-05-11,2018-11-01,5
4162,201811,OA594481,3,4.0,1.0,4.0,5.0,7.0,5.0,2018-05-10,2018-11-01,5
4174,201811,OA653002,4,3.0,5.0,6.0,10.0,6.0,12.0,2018-05-12,2018-11-01,5
4176,201811,OA660152,4,7.0,9.0,10.0,9.0,9.0,9.0,2018-05-10,2018-11-01,5
4178,201811,OA663815,3,5.0,4.0,2.0,4.0,6.0,5.0,2018-04-04,2018-11-01,6
4184,201811,OA680638,2,1.0,6.0,6.0,4.0,5.0,8.0,2018-04-11,2018-11-01,6
4185,201811,OA694533,7,9.0,7.0,6.0,8.0,8.0,10.0,2018-04-08,2018-11-01,6
4187,201811,OA695959,1,3.0,7.0,6.0,5.0,8.0,6.0,2018-05-04,2018-11-01,5
4194,201811,OA710903,4,2.0,5.0,7.0,7.0,4.0,9.0,2018-04-15,2018-11-01,6
4210,201811,OA761455,4,4.0,2.0,3.0,4.0,6.0,8.0,2018-04-09,2018-11-01,6
4216,201811,OA777947,2,5.0,3.0,1.0,3.0,3.0,7.0,2018-05-01,2018-11-01,6
4224,201811,OA794712,6,8.0,7.0,10.0,7.0,10.0,11.0,2018-05-03,2018-11-01,5
4227,201811,OA802798,5,6.0,9.0,9.0,6.0,9.0,9.0,2018-05-03,2018-11-01,5
4248,201811,OA850618,2,3.0,2.0,4.0,4.0,5.0,9.0,2018-05-10,2018-11-01,5
4266,201811,OA923186,4,3.0,4.0,3.0,4.0,5.0,8.0,2018-05-08,2018-11-01,5
4283,201811,OA973146,6,6.0,4.0,2.0,3.0,5.0,6.0,2018-04-11,2018-11-01,6
4295,201811,PL003692,11,5.0,7.0,4.0,8.0,9.0,7.0,2018-05-12,2018-11-01,5
4298,201811,PL012044,4,6.0,9.0,8.0,9.0,8.0,7.0,2018-04-14,2018-11-01,6
4300,201811,PL013000,6,7.0,7.0,7.0,9.0,9.0,8.0,2018-05-15,2018-11-01,5
4314,201811,PL064289,1,5.0,5.0,1.0,2.0,5.0,4.0,2018-04-15,2018-11-01,6
4317,201811,PL074136,4,1.0,3.0,5.0,3.0,7.0,10.0,2018-05-04,2018-11-01,5
4340,201811,PL148706,6,8.0,8.0,5.0,6.0,9.0,9.0,2018-05-10,2018-11-01,5
4364,201811,PL227814,7,7.0,9.0,6.0,9.0,10.0,7.0,2018-04-05,2018-11-01,6
4369,201811,PL248851,4,5.0,5.0,7.0,9.0,6.0,8.0,2018-04-03,2018-11-01,6
4383,201811,PL300201,3,4.0,4.0,4.0,6.0,8.0,11.0,2018-05-02,2018-11-01,5
4385,201811,PL302535,6,9.0,8.0,6.0,7.0,10.0,12.0,2018-04-06,2018-11-01,6
4394,201811,PL333517,7,6.0,7.0,6.0,6.0,8.0,7.0,2018-05-03,2018-11-01,5
4414,201811,PL397032,2,4.0,1.0,5.0,3.0,7.0,7.0,2018-05-09,2018-11-01,5
4424,201811,PL432893,8,6.0,7.0,8.0,7.0,7.0,8.0,2018-05-07,2018-11-01,5
4449,201811,PL512409,6,3.0,3.0,3.0,5.0,7.0,5.0,2018-05-11,2018-11-01,5
4455,201811,PL535994,1,2.0,3.0,2.0,5.0,6.0,8.0,2018-05-05,2018-11-01,5
4458,201811,PL542865,4,4.0,5.0,3.0,4.0,3.0,3.0,2018-04-09,2018-11-01,6
4465,201811,PL560620,9,9.0,6.0,9.0,5.0,7.0,10.0,2018-05-11,2018-11-01,5
4504,201811,PL683089,5,3.0,2.0,4.0,5.0,5.0,7.0,2018-04-08,2018-11-01,6
4519,201811,PL734553,5,4.0,3.0,1.0,10.0,9.0,9.0,2018-05-13,2018-11-01,5
4522,201811,PL745124,2,3.0,3.0,1.0,3.0,4.0,5.0,2018-04-13,2018-11-01,6
4540,201811,PL790086,2,5.0,5.0,4.0,3.0,9.0,9.0,2018-05-07,2018-11-01,5
4544,201811,PL806332,3,5.0,5.0,7.0,6.0,9.0,7.0,2018-05-06,2018-11-01,5
4558,201811,PL849292,3,3.0,4.0,6.0,6.0,6.0,8.0,2018-04-14,2018-11-01,6
4585,201811,PL907705,1,6.0,2.0,2.0,5.0,7.0,4.0,2018-05-06,2018-11-01,5
4592,201811,PL928334,3,2.0,2.0,3.0,4.0,7.0,10.0,2018-05-07,2018-11-01,5
4596,201811,PL930272,9,8.0,9.0,11.0,7.0,8.0,5.0,2018-04-01,2018-11-01,7
4603,201811,PL959979,6,8.0,11.0,9.0,9.0,7.0,7.0,2018-05-08,2018-11-01,5
4609,201811,PL969360,8,8.0,6.0,6.0,9.0,8.0,7.0,2018-04-11,2018-11-01,6
4629,201811,TS023870,2,4.0,4.0,6.0,7.0,6.0,11.0,2018-05-02,2018-11-01,5
4632,201811,TS034873,6,7.0,8.0,9.0,8.0,8.0,8.0,2018-05-01,2018-11-01,6
4648,201811,TS075183,2,3.0,2.0,5.0,5.0,4.0,5.0,2018-04-12,2018-11-01,6
4677,201811,TS174464,6,7.0,8.0,9.0,6.0,8.0,10.0,2018-04-11,2018-11-01,6
4721,201811,TS310889,7,7.0,8.0,8.0,8.0,9.0,8.0,2018-05-03,2018-11-01,5
4723,201811,TS315466,5,5.0,3.0,3.0,2.0,6.0,8.0,2018-05-01,2018-11-01,6
4737,201811,TS349770,2,1.0,3.0,3.0,5.0,6.0,7.0,2018-05-04,2018-11-01,5
4743,201811,TS357747,10,9.0,7.0,8.0,8.0,8.0,8.0,2018-05-13,2018-11-01,5
4796,201811,TS551344,2,3.0,3.0,5.0,5.0,8.0,9.0,2018-05-14,2018-11-01,5
4813,201811,TS617231,3,5.0,5.0,5.0,5.0,7.0,8.0,2018-05-09,2018-11-01,5
4826,201811,TS655367,2,4.0,2.0,3.0,2.0,6.0,7.0,2018-04-05,2018-11-01,6
4827,201811,TS660166,4,3.0,7.0,6.0,6.0,6.0,7.0,2018-05-10,2018-11-01,5
4850,201811,TS736914,7,7.0,8.0,8.0,7.0,7.0,9.0,2018-05-12,2018-11-01,5
4854,201811,TS761925,3,3.0,3.0,4.0,4.0,7.0,5.0,2018-05-04,2018-11-01,5
4855,201811,TS763203,7,7.0,9.0,9.0,6.0,7.0,11.0,2018-04-13,2018-11-01,6
4868,201811,TS810276,2,2.0,4.0,6.0,5.0,8.0,8.0,2018-05-12,2018-11-01,5
4880,201811,TS848093,4,3.0,3.0,5.0,4.0,7.0,7.0,2018-05-12,2018-11-01,5
4897,201811,TS894938,4,4.0,5.0,2.0,2.0,7.0,6.0,2018-04-01,2018-11-01,7
4901,201811,TS917520,6,5.0,7.0,8.0,10.0,8.0,8.0,2018-05-13,2018-11-01,5
4924,201811,TS977703,5,8.0,8.0,8.0,8.0,7.0,4.0,2018-04-15,2018-11-01,6
4933,201812,AS008805,5,3.0,2.0,2.0,5.0,7.0,8.0,2018-06-07,2018-12-01,5
4935,201812,AS015233,9,7.0,7.0,9.0,11.0,5.0,7.0,2018-05-13,2018-12-01,6
4940,201812,AS025956,1,4.0,4.0,5.0,7.0,7.0,6.0,2018-05-09,2018-12-01,6
4941,201812,AS029624,5,6.0,4.0,1.0,5.0,7.0,5.0,2018-05-08,2018-12-01,6
4964,201812,AS100947,8,8.0,9.0,6.0,8.0,7.0,8.0,2018-05-12,2018-12-01,6
4970,201812,AS115149,3,3.0,2.0,1.0,3.0,7.0,7.0,2018-05-11,2018-12-01,6
4987,201812,AS185951,2,3.0,1.0,5.0,3.0,3.0,7.0,2018-04-09,2018-12-01,7
4993,201812,AS197200,9,9.0,12.0,6.0,8.0,9.0,6.0,2018-04-15,2018-12-01,7
4994,201812,AS200286,4,3.0,3.0,6.0,3.0,6.0,6.0,2018-04-06,2018-12-01,7
4999,201812,AS212132,2,2.0,3.0,4.0,5.0,7.0,6.0,2018-06-07,2018-12-01,5
5001,201812,AS217722,7,7.0,7.0,11.0,8.0,8.0,7.0,2018-06-10,2018-12-01,5
5003,201812,AS220726,3,4.0,2.0,2.0,5.0,3.0,10.0,2018-05-12,2018-12-01,6
5013,201812,AS251169,3,2.0,2.0,4.0,6.0,5.0,8.0,2018-04-03,2018-12-01,7
5037,201812,AS345469,1,5.0,1.0,3.0,5.0,6.0,5.0,2018-04-12,2018-12-01,7
5052,201812,AS388908,3,2.0,2.0,4.0,3.0,5.0,5.0,2018-05-11,2018-12-01,6
5077,201812,AS471761,7,8.0,8.0,7.0,8.0,7.0,8.0,2018-06-13,2018-12-01,5
5078,201812,AS472959,5,1.0,3.0,3.0,6.0,6.0,10.0,2018-06-04,2018-12-01,5
5088,201812,AS509237,3,4.0,3.0,2.0,1.0,2.0,4.0,2018-04-06,2018-12-01,7
5097,201812,AS546422,4,3.0,1.0,5.0,7.0,4.0,10.0,2018-04-10,2018-12-01,7
5111,201812,AS584134,4,3.0,5.0,4.0,6.0,2.0,5.0,2018-05-05,2018-12-01,6
5118,201812,AS609865,6,6.0,9.0,8.0,8.0,10.0,11.0,2018-06-12,2018-12-01,5
5128,201812,AS628722,5,2.0,3.0,5.0,4.0,6.0,4.0,2018-04-15,2018-12-01,7
5138,201812,AS654830,5,7.0,6.0,8.0,9.0,6.0,8.0,2018-06-12,2018-12-01,5
5143,201812,AS665097,2,1.0,2.0,3.0,3.0,8.0,9.0,2018-06-08,2018-12-01,5
5147,201812,AS680056,4,3.0,5.0,3.0,4.0,7.0,7.0,2018-06-08,2018-12-01,5
5155,201812,AS708113,1,1.0,2.0,7.0,5.0,7.0,8.0,2018-06-08,2018-12-01,5
5159,201812,AS721170,3,1.0,1.0,1.0,2.0,5.0,6.0,2018-04-12,2018-12-01,7
5170,201812,AS748245,3,3.0,2.0,5.0,6.0,8.0,7.0,2018-06-03,2018-12-01,5
5191,201812,AS814353,7,7.0,9.0,9.0,11.0,7.0,8.0,2018-05-05,2018-12-01,6
5193,201812,AS822877,7,7.0,6.0,7.0,10.0,7.0,11.0,2018-06-02,2018-12-01,5
5194,201812,AS823436,2,4.0,6.0,3.0,1.0,6.0,7.0,2018-04-01,2018-12-01,8
5199,201812,AS854424,1,2.0,5.0,4.0,5.0,5.0,8.0,2018-06-09,2018-12-01,5
5201,201812,AS859775,7,8.0,8.0,12.0,9.0,7.0,10.0,2018-06-10,2018-12-01,5
5213,201812,AS886872,8,5.0,11.0,8.0,7.0,7.0,8.0,2018-04-12,2018-12-01,7
5246,201812,GD001932,3,2.0,7.0,6.0,7.0,6.0,8.0,2018-05-04,2018-12-01,6
5269,201812,GD082530,7,7.0,8.0,7.0,10.0,9.0,6.0,2018-05-13,2018-12-01,6
5275,201812,GD098851,4,2.0,7.0,5.0,6.0,9.0,6.0,2018-04-12,2018-12-01,7
5285,201812,GD115456,2,4.0,2.0,2.0,4.0,4.0,2.0,2018-04-05,2018-12-01,7
5286,201812,GD121535,2,2.0,3.0,4.0,5.0,6.0,7.0,2018-06-12,2018-12-01,5
5291,201812,GD137323,3,3.0,3.0,6.0,7.0,9.0,8.0,2018-06-04,2018-12-01,5
5306,201812,GD174951,2,5.0,3.0,4.0,4.0,4.0,6.0,2018-04-14,2018-12-01,7
5311,201812,GD192754,2,5.0,3.0,3.0,6.0,6.0,7.0,2018-06-06,2018-12-01,5
5314,201812,GD203795,3,2.0,2.0,6.0,7.0,5.0,9.0,2018-05-09,2018-12-01,6
5316,201812,GD210507,4,5.0,3.0,5.0,6.0,7.0,6.0,2018-04-11,2018-12-01,7
5338,201812,GD289362,9,7.0,7.0,10.0,7.0,9.0,10.0,2018-05-04,2018-12-01,6
5344,201812,GD309433,3,3.0,2.0,2.0,5.0,9.0,8.0,2018-05-13,2018-12-01,6
5346,201812,GD314208,3,4.0,2.0,6.0,5.0,7.0,8.0,2018-06-12,2018-12-01,5
5350,201812,GD324324,2,1.0,3.0,6.0,5.0,8.0,10.0,2018-06-15,2018-12-01,5
5351,201812,GD325851,9,8.0,8.0,8.0,6.0,5.0,8.0,2018-04-13,2018-12-01,7
5361,201812,GD372798,3,3.0,3.0,7.0,3.0,4.0,8.0,2018-06-05,2018-12-01,5
5383,201812,GD459084,7,7.0,8.0,9.0,7.0,10.0,9.0,2018-06-08,2018-12-01,5
5397,201812,GD523289,2,2.0,2.0,4.0,3.0,7.0,5.0,2018-05-15,2018-12-01,6
5404,201812,GD563242,8,4.0,4.0,7.0,11.0,9.0,8.0,2018-04-05,2018-12-01,7
5412,201812,GD594854,9,11.0,7.0,9.0,6.0,8.0,7.0,2018-05-15,2018-12-01,6
5425,201812,GD646501,1,2.0,2.0,4.0,4.0,5.0,6.0,2018-04-12,2018-12-01,7
5429,201812,GD659982,10,7.0,9.0,5.0,7.0,8.0,10.0,2018-06-10,2018-12-01,5
5441,201812,GD700354,5,2.0,4.0,3.0,2.0,5.0,5.0,2018-05-05,2018-12-01,6
5446,201812,GD706415,4,3.0,4.0,2.0,3.0,5.0,7.0,2018-05-05,2018-12-01,6
5448,201812,GD716223,3,4.0,8.0,9.0,7.0,6.0,9.0,2018-04-15,2018-12-01,7
5453,201812,GD730210,1,4.0,2.0,2.0,7.0,5.0,8.0,2018-06-02,2018-12-01,5
5460,201812,GD763297,5,3.0,4.0,3.0,5.0,8.0,9.0,2018-06-13,2018-12-01,5
5462,201812,GD766769,1,2.0,3.0,5.0,7.0,4.0,7.0,2018-05-09,2018-12-01,6
5468,201812,GD797764,4,3.0,1.0,7.0,6.0,6.0,9.0,2018-05-02,2018-12-01,6
5471,201812,GD807513,9,9.0,9.0,10.0,6.0,8.0,9.0,2018-06-03,2018-12-01,5
5479,201812,GD821903,10,7.0,8.0,9.0,9.0,9.0,7.0,2018-05-11,2018-12-01,6
5487,201812,GD862688,5,8.0,7.0,9.0,9.0,6.0,10.0,2018-05-08,2018-12-01,6
5490,201812,GD869667,6,8.0,10.0,11.0,9.0,5.0,12.0,2018-06-11,2018-12-01,5
5500,201812,GD892565,8,5.0,8.0,8.0,9.0,7.0,10.0,2018-05-02,2018-12-01,6
5501,201812,GD893916,7,8.0,10.0,8.0,9.0,10.0,12.0,2018-06-08,2018-12-01,5
5504,201812,GD903750,2,1.0,3.0,5.0,8.0,10.0,6.0,2018-06-07,2018-12-01,5
5509,201812,GD913324,7,5.0,8.0,6.0,7.0,10.0,7.0,2018-05-05,2018-12-01,6
5512,201812,GD931906,1,4.0,1.0,5.0,6.0,4.0,9.0,2018-05-04,2018-12-01,6
5529,201812,GD991319,2,3.0,2.0,4.0,4.0,6.0,8.0,2018-06-08,2018-12-01,5
5540,201812,HD024506,3,2.0,3.0,4.0,2.0,11.0,10.0,2018-06-12,2018-12-01,5
5542,201812,HD032015,4,2.0,4.0,4.0,5.0,6.0,8.0,2018-04-14,2018-12-01,7
5567,201812,HD104614,3,2.0,3.0,4.0,5.0,3.0,6.0,2018-04-15,2018-12-01,7
5581,201812,HD146199,11,10.0,9.0,7.0,7.0,8.0,9.0,2018-04-09,2018-12-01,7
5593,201812,HD187665,8,8.0,8.0,6.0,7.0,8.0,6.0,2018-05-15,2018-12-01,6
5595,201812,HD192887,6,4.0,4.0,8.0,6.0,7.0,9.0,2018-06-01,2018-12-01,6
5604,201812,HD221159,5,4.0,5.0,2.0,5.0,3.0,5.0,2018-05-06,2018-12-01,6
5619,201812,HD291079,3,3.0,2.0,5.0,5.0,6.0,7.0,2018-06-13,2018-12-01,5
5620,201812,HD295608,3,3.0,3.0,1.0,4.0,3.0,4.0,2018-04-11,2018-12-01,7
5642,201812,HD351145,5,3.0,4.0,3.0,2.0,4.0,5.0,2018-04-04,2018-12-01,7
5653,201812,HD384128,6,6.0,9.0,9.0,7.0,9.0,9.0,2018-05-02,2018-12-01,6
5657,201812,HD402002,7,10.0,6.0,7.0,10.0,12.0,9.0,2018-04-13,2018-12-01,7
5663,201812,HD426886,8,9.0,7.0,9.0,11.0,8.0,8.0,2018-04-05,2018-12-01,7
5669,201812,HD443173,1,3.0,3.0,5.0,2.0,3.0,5.0,2018-05-14,2018-12-01,6
5678,201812,HD459890,4,3.0,3.0,2.0,3.0,6.0,5.0,2018-05-11,2018-12-01,6
5688,201812,HD487220,10,9.0,7.0,10.0,9.0,8.0,7.0,2018-05-11,2018-12-01,6
5699,201812,HD523855,4,4.0,4.0,6.0,5.0,7.0,8.0,2018-04-04,2018-12-01,7
5707,201812,HD555581,9,9.0,8.0,8.0,9.0,8.0,8.0,2018-06-03,2018-12-01,5
5712,201812,HD565805,3,2.0,3.0,2.0,4.0,7.0,8.0,2018-06-01,2018-12-01,6
5713,201812,HD571515,3,2.0,2.0,5.0,5.0,7.0,8.0,2018-04-15,2018-12-01,7
5718,201812,HD580454,8,6.0,7.0,5.0,11.0,10.0,9.0,2018-04-05,2018-12-01,7
5731,201812,HD625291,4,3.0,3.0,5.0,5.0,6.0,6.0,2018-06-01,2018-12-01,6
5734,201812,HD634523,3,1.0,1.0,1.0,5.0,6.0,7.0,2018-04-13,2018-12-01,7
5747,201812,HD678019,3,5.0,2.0,4.0,4.0,8.0,8.0,2018-06-02,2018-12-01,5
5756,201812,HD707253,5,6.0,5.0,9.0,6.0,8.0,9.0,2018-05-06,2018-12-01,6
5764,201812,HD724425,6,8.0,7.0,5.0,8.0,8.0,9.0,2018-06-04,2018-12-01,5
5772,201812,HD736119,7,7.0,4.0,5.0,7.0,9.0,9.0,2018-05-10,2018-12-01,6
5773,201812,HD738121,11,7.0,8.0,8.0,9.0,7.0,6.0,2018-06-09,2018-12-01,5
5777,201812,HD743673,2,3.0,2.0,3.0,1.0,6.0,7.0,2018-05-14,2018-12-01,6
5780,201812,HD747321,4,4.0,7.0,4.0,6.0,6.0,9.0,2018-05-09,2018-12-01,6
5786,201812,HD762655,3,6.0,5.0,3.0,5.0,4.0,9.0,2018-06-08,2018-12-01,5
5804,201812,HD805503,7,7.0,7.0,7.0,5.0,8.0,7.0,2018-05-01,2018-12-01,7
5808,201812,HD814444,6,7.0,9.0,6.0,6.0,10.0,6.0,2018-04-04,2018-12-01,7
5814,201812,HD832421,2,3.0,3.0,6.0,6.0,9.0,9.0,2018-06-13,2018-12-01,5
5817,201812,HD841739,2,3.0,3.0,7.0,5.0,8.0,7.0,2018-06-06,2018-12-01,5
5854,201812,HD981197,2,1.0,4.0,3.0,3.0,6.0,7.0,2018-04-15,2018-12-01,7
5865,201812,HI013029,9,9.0,6.0,8.0,7.0,9.0,10.0,2018-05-10,2018-12-01,6
5876,201812,HI058807,8,8.0,6.0,5.0,9.0,10.0,8.0,2018-05-02,2018-12-01,6
5887,201812,HI099779,4,6.0,9.0,7.0,7.0,9.0,8.0,2018-06-04,2018-12-01,5
5889,201812,HI103175,6,7.0,8.0,8.0,7.0,8.0,10.0,2018-05-15,2018-12-01,6
5897,201812,HI140097,1,1.0,5.0,4.0,5.0,6.0,8.0,2018-04-07,2018-12-01,7
5910,201812,HI154843,6,8.0,8.0,6.0,9.0,6.0,8.0,2018-06-05,2018-12-01,5
5928,201812,HI205526,7,8.0,6.0,9.0,10.0,7.0,10.0,2018-06-12,2018-12-01,5
5934,201812,HI218595,10,8.0,8.0,11.0,10.0,9.0,8.0,2018-06-10,2018-12-01,5
5952,201812,HI271061,1,3.0,3.0,3.0,3.0,9.0,8.0,2018-06-03,2018-12-01,5
5960,201812,HI302801,6,4.0,2.0,1.0,4.0,3.0,8.0,2018-04-05,2018-12-01,7
5963,201812,HI312309,10,7.0,10.0,9.0,10.0,7.0,6.0,2018-06-15,2018-12-01,5
5971,201812,HI331377,7,9.0,9.0,7.0,8.0,8.0,7.0,2018-04-11,2018-12-01,7
5984,201812,HI367242,7,7.0,6.0,8.0,7.0,8.0,9.0,2018-04-07,2018-12-01,7
5985,201812,HI368031,8,10.0,9.0,8.0,3.0,8.0,8.0,2018-04-03,2018-12-01,7
5986,201812,HI372505,4,5.0,8.0,3.0,4.0,7.0,7.0,2018-05-01,2018-12-01,7
6000,201812,HI402688,3,2.0,3.0,6.0,6.0,5.0,6.0,2018-04-12,2018-12-01,7
6006,201812,HI415680,4,5.0,3.0,7.0,7.0,7.0,6.0,2018-06-09,2018-12-01,5
6013,201812,HI446535,1,2.0,8.0,7.0,6.0,7.0,7.0,2018-05-05,2018-12-01,6
6022,201812,HI474778,7,6.0,6.0,7.0,9.0,5.0,10.0,2018-05-04,2018-12-01,6
6037,201812,HI513968,8,7.0,8.0,6.0,7.0,10.0,10.0,2018-06-06,2018-12-01,5
6051,201812,HI560276,1,2.0,5.0,5.0,6.0,7.0,10.0,2018-06-08,2018-12-01,5
6053,201812,HI562740,7,7.0,10.0,9.0,7.0,6.0,7.0,2018-05-06,2018-12-01,6
6057,201812,HI570258,4,4.0,2.0,4.0,2.0,5.0,5.0,2018-04-11,2018-12-01,7
6061,201812,HI575026,7,8.0,7.0,7.0,8.0,6.0,9.0,2018-05-05,2018-12-01,6
6067,201812,HI599889,6,8.0,8.0,6.0,8.0,6.0,8.0,2018-04-13,2018-12-01,7
6072,201812,HI606358,2,1.0,6.0,5.0,1.0,3.0,4.0,2018-04-14,2018-12-01,7
6076,201812,HI620428,3,2.0,2.0,6.0,7.0,7.0,9.0,2018-06-06,2018-12-01,5
6078,201812,HI630247,9,9.0,7.0,6.0,8.0,9.0,10.0,2018-05-01,2018-12-01,7
6099,201812,HI680854,3,5.0,3.0,3.0,2.0,7.0,7.0,2018-06-14,2018-12-01,5
6107,201812,HI714742,1,3.0,4.0,7.0,6.0,7.0,6.0,2018-06-03,2018-12-01,5
6111,201812,HI732386,2,3.0,4.0,4.0,7.0,6.0,5.0,2018-05-13,2018-12-01,6
6140,201812,HI844972,1,2.0,2.0,2.0,3.0,7.0,8.0,2018-06-05,2018-12-01,5
6146,201812,HI864084,4,3.0,3.0,5.0,5.0,4.0,8.0,2018-06-14,2018-12-01,5
6147,201812,HI866614,7,8.0,8.0,8.0,7.0,8.0,9.0,2018-05-01,2018-12-01,7
6174,201812,HI958817,3,3.0,1.0,2.0,5.0,4.0,7.0,2018-06-09,2018-12-01,5
6189,201812,IK000432,3,3.0,5.0,4.0,7.0,8.0,11.0,2018-05-01,2018-12-01,7
6204,201812,IK026319,3,3.0,4.0,5.0,6.0,7.0,5.0,2018-05-13,2018-12-01,6
6211,201812,IK042838,7,9.0,10.0,8.0,7.0,6.0,7.0,2018-04-04,2018-12-01,7
6212,201812,IK044135,1,4.0,4.0,4.0,6.0,7.0,8.0,2018-05-13,2018-12-01,6
6219,201812,IK059828,1,5.0,3.0,5.0,4.0,4.0,6.0,2018-04-01,2018-12-01,8
6226,201812,IK082424,3,3.0,4.0,5.0,7.0,7.0,7.0,2018-04-14,2018-12-01,7
6254,201812,IK190403,3,7.0,2.0,5.0,3.0,4.0,8.0,2018-04-07,2018-12-01,7
6265,201812,IK234815,5,7.0,5.0,7.0,7.0,9.0,7.0,2018-05-12,2018-12-01,6
6275,201812,IK266585,9,8.0,11.0,11.0,8.0,8.0,9.0,2018-05-14,2018-12-01,6
6286,201812,IK311371,4,3.0,1.0,5.0,6.0,10.0,7.0,2018-05-12,2018-12-01,6
6289,201812,IK317256,3,1.0,5.0,6.0,5.0,6.0,7.0,2018-06-13,2018-12-01,5
6291,201812,IK322778,10,8.0,8.0,7.0,7.0,10.0,10.0,2018-06-05,2018-12-01,5
6300,201812,IK356680,8,8.0,10.0,9.0,9.0,8.0,10.0,2018-05-02,2018-12-01,6
6304,201812,IK364005,7,9.0,10.0,8.0,7.0,9.0,12.0,2018-06-06,2018-12-01,5
6317,201812,IK403801,3,5.0,3.0,6.0,2.0,3.0,7.0,2018-04-05,2018-12-01,7
6319,201812,IK407687,3,1.0,3.0,3.0,3.0,7.0,7.0,2018-04-03,2018-12-01,7
6321,201812,IK429268,7,6.0,6.0,7.0,10.0,7.0,8.0,2018-04-06,2018-12-01,7
6329,201812,IK453226,5,8.0,7.0,6.0,8.0,8.0,7.0,2018-06-02,2018-12-01,5
6339,201812,IK491887,2,5.0,2.0,3.0,5.0,6.0,7.0,2018-04-08,2018-12-01,7
6349,201812,IK548249,3,4.0,6.0,4.0,6.0,8.0,10.0,2018-06-02,2018-12-01,5
6364,201812,IK575241,3,3.0,4.0,4.0,6.0,5.0,6.0,2018-05-04,2018-12-01,6
6369,201812,IK584824,11,12.0,8.0,8.0,5.0,7.0,8.0,2018-04-08,2018-12-01,7
6376,201812,IK611614,8,9.0,8.0,8.0,7.0,7.0,7.0,2018-05-09,2018-12-01,6
6385,201812,IK624245,4,4.0,2.0,2.0,2.0,7.0,7.0,2018-05-13,2018-12-01,6
6387,201812,IK626501,9,9.0,6.0,8.0,10.0,5.0,8.0,2018-06-10,2018-12-01,5
6390,201812,IK638789,8,7.0,8.0,8.0,8.0,8.0,8.0,2018-06-10,2018-12-01,5
6391,201812,IK642724,6,7.0,5.0,3.0,2.0,9.0,8.0,2018-04-15,2018-12-01,7
6393,201812,IK651569,2,3.0,2.0,5.0,4.0,8.0,9.0,2018-06-10,2018-12-01,5
6396,201812,IK660380,3,5.0,7.0,1.0,5.0,6.0,7.0,2018-05-10,2018-12-01,6
6398,201812,IK661529,3,3.0,4.0,7.0,5.0,8.0,6.0,2018-04-01,2018-12-01,8
6399,201812,IK662753,8,9.0,9.0,7.0,8.0,6.0,6.0,2018-06-05,2018-12-01,5
6404,201812,IK679682,4,1.0,6.0,3.0,4.0,5.0,5.0,2018-04-05,2018-12-01,7
6410,201812,IK697935,4,5.0,2.0,4.0,4.0,6.0,7.0,2018-04-09,2018-12-01,7
6414,201812,IK704656,9,8.0,6.0,8.0,8.0,8.0,9.0,2018-04-13,2018-12-01,7
6415,201812,IK710780,3,1.0,5.0,1.0,3.0,3.0,6.0,2018-05-09,2018-12-01,6
6416,201812,IK714626,4,1.0,5.0,4.0,4.0,6.0,6.0,2018-05-05,2018-12-01,6
6433,201812,IK758927,6,8.0,8.0,6.0,8.0,7.0,9.0,2018-06-03,2018-12-01,5
6434,201812,IK761183,10,8.0,8.0,8.0,9.0,8.0,9.0,2018-06-12,2018-12-01,5
6435,201812,IK761631,5,2.0,3.0,1.0,5.0,4.0,7.0,2018-04-13,2018-12-01,7
6439,201812,IK782104,2,5.0,6.0,8.0,4.0,5.0,7.0,2018-04-02,2018-12-01,7
